"nature","section","section2","section3","comite"
"PR","27","","","MONTANVERT Annick	PR1C	27	IUT Grenoble	Directrice du département informatique de l'IUT2 Grenoble

PLATEAU	Brigitte	PREX	27	INP Grenoble	Directrice de Grenoble-INP ENSIMAG

SCHLICK	Christophe	PR1C	27	Bordeaux	Responsable dune équipe projet commun INRIA-LABRI

SEDES	Florence	PR1C	27	IUT Toulouse	Chargée de mission CNRS à lINS2i, Responsable du GDR I3

SOPENA	Eric	PR1C	27	IUT Bordeaux 1	Membre CNU27 depuis 8 ans

CLAUSS	Philippe	PR1C	27	UdS	Responsable équipe ICPS du LSIIT et de léquipe projet commun CAMUS INRIA

DUFOURD	Jean-François	PREX	27	UdS	Ancien directeur du LSIIT

COLLET	Pierre	PR2C	27	UdS	Responsable équipe FDBT du LSIIT

PANSIOT	Jean-Jacques	PREX	27	UdS	Responsable équipe RP du LSIIT

SCHRECK	Pascal	PR1C	27	UdS	Directeur du département dinformatique UFR MI

"
"PR","27","","","\N"
"MCF","27","","","\N"
"PR","26","","","Christine Bernardi
Albert Cohen (président)
Robert Eymard
Claude Lebris
Hervé Ledret
Benoit Perthame
Pierre Rouchon
Eric Séré"
"PR","26","","","Christine Bernardi
Albert Cohen (président)
Robert Eymard
Claude Lebris
Hervé Ledret
Benoit Perthame
Pierre Rouchon
Eric Séré"
"MCF","27","","","\N"
"MCF","26","","","\N"
"MCF","27","","","Dr, Bernard, Carré
Pr, Christophe, Lecoutre
Pr, Denis, Hamad
Dr, Dorian
Pr, Eric, Ramat
Dr, Jérémie, Dequidt
Pr, Jean-Luc, Dekeyser
Pr, Christophe, Chaillou
Dr, Samuel, Delepoulle
Dr, Gilles, Roussel
Dr, Amine, Boumaza
Pr, Christophe, Renaud"
"PR","25","26","","Extérieurs :
Philippe Gille (DR CNRS, ENS Paris), Ludovic Rifford (Nice), Frédéric Coquel (Polytechnique), Anton Alekseev (Genève), Joël Rivat (Aix-Marseille 2),  Julien Duval (Orsay), Mihai Paun (Nancy)

PRES de Lyon hors UCB Lyon 1 :
Elisabeth Mironescu (ÉC Lyon)

UCB Lyon 1 :
Bertrand Rémy, Dragos Iftimie, Simon Masnou, Luca Zamboni, Jean-Yves Welschinger"
"PR","26","25","","\N"
"MCF","25","26","","Contribution de l'équipe AGL
Rang A local : Jean-Yves Welschinger
Rang B local : Damien Gayet
Rang A extérieur : Sylvain Maillot (Montpellier)
Rang B extérieur : Julien Maubon (Nancy)

Contribution de l'équipe EDPA
Rang A local : Ivan Gentil
Rang B local : Nadine Badr
Rang A extérieur : Ludovic Rifford (Nice)
Rang B extérieur : Franck Sueur (Paris 6)

Contribution de l'équipe MMCS
Rang A local : Francis Filbet
Rang B local : Miguel Rodrigues
Rang A extérieur : Filippo Santambrogio (Orsay)
Rang B extérieur : Jean-François Coulombel (Lille 1)

Contribution de l'équipe PSPM
Rang A local : Christophe Sabot
Rang B local : Guillaume Aubrun
Rang A extérieur : Christian Léonard (Polytechnique)
Rang B extérieur : Charles Bordenave (Toulouse)"
"MCF","27","","","\N"
"MCF","25","","","Intérieurs:
Charpentier, Patrick, PR 61, UHP, Président
Claudon, Benoit, CR, UHP
Gruson, Caroline, PR 25, UHP
Koufany, Khalid, MCF 25, UHP
Maubon, Julien, MCF 25, UHP
Robert, Frédéric, PR 25, UHP

Extérieurs:
Amerik, Ekaterina, MCF 25, Université Paris-Sud
Caldero, Philippe, MCF 25, Université Lyon I
Hebey, Emmanuel, PR 25, Université de Cergy-Pontoise
Mehdi, Salah, PR 25, Université de Metz
Pilloni, Vincent, CR, ENS Lyon
Teleman, Andrei, PR 25, Université de Provence

Remarque: la composition des comités de sélection sur les postes 598 et 1177 est identique."
"PR","25","26","","\N"
"MCF","27","","","\N"
"PR","27","","","\N"
"MCF","27","","","\N"
"MCF","27","","","infos disponibles via l'URL:

http://www.uhp-nancy.fr/content/download/15097/132403/file/extrait_27RecrutementMCF.pdf "
"MCF","26","","","Membres internes :
Pascal Bégout
Abdelaati Daouia
Jean-Pierre Florens (président)
Christine Thomas
Stéphane Villeneuve
Ekaterina Voltchkova

Membres extérieurs :
Jacques Giacomoni
Jérôme Lelong
Valentin Patilea
Marc Quincampoix
Yannick Viossat"
"MCF","25","26","","\N"
"MCF","27","","","Collège A :
extérieurs :
    Michel de Rougemont
    Guillaume Fertin
    Cyril Fonlupt
    Pierrick Gaudry
locaux :
    Clarisse Dhaenens
    Noureddine Oussous
    (P) Nicolas Roussel
    Joachim Niehren

Collège B :
extérieurs :
    Nicolas Bredeche
    Jérôme Feret
    Florent jacquemard
    Alin Bostan
locaux :
    Maude Pupin
    Cédric Lhoussaine
    (VP) Michael Hauspie
    José Rouillard"
"MCF","27","","","Collège A :
extérieurs :
    Philippe Palanque
    Jean-pierre Jessel
    Philippe Joly
    Daniel meneveaux
locaux :
    Laurent Grisoni
    Luigi Lancieri
    Chaabane Djeraba
    Jean-Christophe Routier (P) 

Collège B :
extérieurs :
    Stephane Ayache
    Caroline Appert
    Maudet Nicolas
    Thibault Carron
locaux :
    Thomas Vantroys
    Jean Martinet
    Géry Casiez
    Romain Rouvoy     (VP)"
"PR","27","","","\N"
"PR","27","","","Collège A :
extérieurs :
    Frédéric Rousseau
    Guillaume Fertin
    Alexandre Caminada
    Gilles Venturini
locaux :
    Chaabane Djeraba
    Sophie Tison
    (P) Laurence Duchien
    Jean-Christophe Routier
"
"MCF","27","","","infos disponibles via l'URL:

http://www.uhp-nancy.fr/content/download/15097/132403/file/extrait_27RecrutementMCF.pdf"
"PR","25","","","\N"
"PR","25","","","BENAMEUR Moulay-Tahar - PR 25, Université Metz
BIELIAVSKY Pierre - PR 25, Université Bruxelles
DAL CAPPELLO Claude - PR 30, Université Metz
LEICHTNAM Eric - DR 25, Institut Jussieu
PASQUALE Angela - PR 25, Université Metz
RUBENTHALER Hubert - PR 25, Université Strasbourg
SCHLICHENMAIER Martin - PR 25, Université Luxembourg
TU Jean-Louis - PR 25, Université Metz
"
"MCF","26","27","","Claude Montacie
Didier Lapeyronnie
Jean-Pierre Descles
Michel Kokoreff
Jean-Pierre Nadal
Jean-Claude Fort
Brahim Djioua
Delphine Battistelli
Élise Verley
Thierry Charnoix
Bruno Milly
Benoît Sagot"
"PR","26","","","Int. :

F. Comets
J. Garnier
G. Giacomin (Prés.)
F. Jouve
D. Picard

Ext.: 

P. Bougerol (UPMC)
J. Bertoin (UPMC)
P. Carmona (U. Nantes)
S. Olla (Dauphine)
E. Pardoux (U. de Provence)

"
"MCF","27","","","\N"
"MCF","27","","","\N"
"MCF","27","","","\N"
"MCF","27","","","infos disponibles via l\'URL:

http://www.uhp-nancy.fr/content/download/15097/132403/file/extrait_27RecrutementMCF.pdf "
"MCF","26","","","Locaux:

Rangs A: F. Hérau, C. Berthon, F. Jauberteau
Rangs B: N. Depauw, A. Nachaoui, R. Turpault

Extérieurs:

Rangs A: C. Chainais (Lille), P. Helluy (Strasbourg), F. Méhats (Rennes) 
Rangs B: V. Bonnaillie (Rennes), J.F. Coulombel (Lille), F. Hubert (Aix-Marseille)"
"MCF","27","","","Membres internes :
Philippe Leray (PR)
Marc Gelgon (PR)
Pierre Cointe (PR)
Cathy Castelain (CR)
Guillaume Raschia (MCF)
Yann Busnel (MCF)

Membres externes :
Mokrane Bouzeghoub (PR)
Anne Doucet (PR)
Jean-Paul Rigault (PR)
Sébastien Gambs (MCF)
Laurent Amsaleg (CR)
Stéphane Gançarski (MCF)

"
"PR","27","","","\N"
"MCF","27","","","\N"
"PR","27","","","\N"
"MCF","27","","","    NOM                STATUT         Qualité    Discipline

HEUSSE Martin         PR              internes       27
CUNG Van-Dat          PR              internes       27
MEHAUT Jean-François  PR              internes       27
IDANI Akram           MCF             internes       27
MOUNIE Gregory        MCF             internes       27
LACHAIZE Renaud       MCF             internes       27

KONIG Jean-Claude     PR              extérieurs     27
MORIN Christine       DR              extérieurs     Informatique
SEINTURIER Lionel     PR              extérieurs     27
BROMBERG David        MCF             extérieurs     27
LAVIROTTE Stéphane    MCF             extérieurs     27
PEREZ Christian       CR              extérieurs     Informatique
                    "
"MCF","27","","","          NOM               STATUT          Qualité       Discipline

 MARANINCHI Florence        PR             internes           27
 BOITET Christian           PR             internes           27
 LESCANNE Pierre            PR             internes           27
 BOULME Sylvain             MCF            internes           27
 ECHENIM Mnacho             MCF            internes           27
 GENEVES Pierre             CR             internes       Informatique

 BALBIANI Philippe          DR             extérieurs     Informatique
 BENZAKEN Véronique         PR             extérieurs         27
 TALBOT Jean-Marc           PR             extérieurs         27
 COLAZZO Dario              MCF            extérieurs         27
 DAL ZILIO Silvano          CR             extérieurs     Informatique
 TANNIER Xavier             MCF            extérieurs         27
"
"MCF","27","","","           NOM               STATUT          Qualité       Discipline

 RONCANCIO Claudia             PR            internes          27
 LUX Augustin                  PR            internes          27
 TARPIN-BERNARD Franck         PR            internes          27
 CHABANAS Matthieu             MCF           internes          61
 DENOS Nathalie                MCF           internes          27
 VILLANOVA-OLIVER Marlène      MCF           internes          27

 BENOIS-PINEAU Jenny           PR            extérieurs        27
 BOYER Anne                    PR            extérieurs        27
 RIGAUX Philippe               PR            extérieurs        27
 BOUJU Alain                   MCF           extérieurs        27
 CLAVEAU Vincent               CR            extérieurs     Informatique
 TAMINE-LECHANI Lynda          MCF           extérieurs        27"
"MCF","27","","","\N"
"MCF","27","",""," 
 
  "
"PR","27","","","\N"
"PR","26","","","Membres locaux:


Michel CABASSUD
Jean-Baptiste HIRIART-URRUTY
Eric LOMBARDI
Emmanuel PAUL
Jean-Michel ROQUEJOFFRE (Pr.)
Jean-Claude YAKOUBSOHN


Membres externes

Franck BOYER
Xavier CABRE
Frederic COQUEL
Bruno DESPRES
Florian MEHATS
Marc SCHOENAUER
"
"MCF","29","","","\N"
"MCF","25","26","","Membres  internes: 
PR: 
JJ Loeb (Président) Université Angers, LAREMA. 
F. Mangolte Université Angers, LAREMA
I. Reider Université Angers, LAREMA
V. Roubtsov Université Angers, LAREMA

MCF: 
M. El Amrani Université Angers, LAREMA 
L. Evain Université Angers, LAREMA
S. Loustau Université Angers, LAREMA
L. Menichi Université Angers, LAREMA

Membres externes: 
PR: 
B.Enriquez  Universite de Strasbourg, IRMA
F.Helein  Universite de Paris 7, IMJ 
Y.Rollin Universite de Nantes, JEAN LERAY 
M. Zinsmeister  Universite d' Orleans, MAPMO
MCF 
D. Calaque  Universite de Lyon 1, CAMILLE JORDAN 
M. Livernet  Universite de Paris 13 LAGA
V. Mayer  Universite de Lille 1, PAUL PAINLEVE
F. Wagemann  Universite de Nantes, JEAN LERAY 

"
"PR","26","25","","\N"
"PR","25","26","","\N"
"PR","27","","","Donsez Didier

Haemerlé Ollivier

Rouveyrol Céline

Valduriez Patrick

Deneire Luc

Riveill Michel

Rueher Michel

Sander Peter
"
"PR","27","","","             NOM              STATUT           Qualité          Discipline

 MAZARE Guy                    PR              internes             27
 FAUVET Marie-Christine        PR              internes             27
 PETROT Frédéric               PR              internes             27
 TRYSTRAM Denis                PR              internes             27

 FABRE Jean-Charles            DR              extérieurs        Informatique
 PUCHERAL Philippe             PR              extérieurs           27
 SENS Pierre                   PR              extérieurs           27
 UBEDA Stéphane                PR              extérieurs           27"
"MCF","65","26","","\N"
"MCF","26","","","\N"
"MCF","26","","","Marc Arnaudon, Université de Poitiers
Anne Bertrand, Université de Poitiers
Jean-François DUPUY, Université de La Rochelle
Béatrice Laurent-Bonneau, INSA de Toulouse
Julien Michel, Université de Poitiers
Clémentine Prieur, Université Joseph Fourier, Grenoble

Ismaël Castillo, Université Paris 6-7
Marie Chavent, Université Bordeaux 2
Mohamed Ibazizen, Université de Poitiers (IUT Niort)
Pierre-Yves Louis, Université de Poitiers
Anthony Phan, Université de Poitiers
Gilles Stoltz, ENS de Paris et HEC
"
"MCF","25","26","\N","\N"
"MCF","25","26","","Membres locaux :

Adam Parusinski
Ludovic Rifford
Charles Walter

Erwann Aubry
Clemens Berger
David Chiron


Membres extérieurs :

Raphael Krikorian (Paris 6)
Frédéric Rousset (Rennes)
Claude Sabbah (Polytechnique)

Stéphane Druel (Grenoble)
Charles Frances (Orsay)
Radu Ignat (Orsay)
"
"PR","29","","","Arnaud Lucotte (LPSC Grenoble)
Clara Matteuzzi (INFN Milan)
Marie-Noelle Minard (LAPP Annecy)
Mossadek Talby (CPPM Marseille)
Laurent Vacavant (CPPM Marseille)
Ziad Ajaltouni (LPC Clermont)
Paul Force ("")
Jean Orloff ("")
Dominique Pallin ("")
François Vazeille ("")
"
"PR","27","","","\N"
"PR","27","","","\N"
"PR","27","","","Membres INTERNES à lUniversité Paul Cézanne (Aix-Marseille 3)

- Bernard ESPINASSE  PR 27 - PolytechMarseille  LSIS UMR CNRS / Eq.  OASIS
- Claudia FRYDMAN  PR 27 - PolytechMarseille  LSIS UMR CNRS / Eq.  MOFED
- Omar BOUCELMA  PR 27 - FST  LSIS UMR CNRS / Eq.  WicSI
- Nicola OLIVETTI  PR 27  FEA  LSIS UMR CNRS / Eq.  INCA

Membres EXTERIEURS :

-  Gilles ZURFLUH  PR 27  MIAGE Toulouse  IRIT UMR CNRS / Eq.  SIG
- Catherine BERRUT - PR 27 - Polytech'Grenoble - LIG UMR CNRS
- Jean-Marc PETIT - PR 27  INSA Lyon  LIRIS UMR CNRS / Eq.  Bases de données
- Michel GOURGAND - PR 27 - ISIMA - Univ. Blaise Pascal, Clermont-Ferrant  - LIMOS UMR CNRS.
"
"MCF","25","","","Collège A :  Serguei Ivachkovitch (Lille), Mostafa Mbekhta (Lille), Vincent Thilliez (Lille), Changgui Zhang (Lille), Olivier Guédon (Marne-la-Vallée), Andreas Hartmann (Bordeaux), Pascal Lefèvre (Lens), Frank Loray (Rennes) 

Collège B : Frédéric Bernicot (Lille), Stéphane Malek (Lille),  Martine Queffélec (Lille), Ingrid Violet (Lille), Christophe Dupont (Orsay), Emmanuel Fricain (Lyon), Karim Kellay (Marseille), Jacques-Arthur Weil (Limoges). "
"PR","25","26","","\N"
"MCF","26","","","Laurence Broze (PR Lille 3)
Sophie Dabo (PR Lille 3)
Cristian Preda (PR Lille 1)
Jean-Michel Zakoïan (PR CREST)
Marie-Françoise Barme (MCF Lille 1)
Ouafae Benrabah (MCF Littoral)
Baba Thiam (MCF Lille 3)
Thomas Verdebout (MCF Lille 3)

"
"PR","25","","","Membres locaux :
Jean-Yves Dauxois (Pr)
Vincent Fleckinger
Christian Le Merdy
Christian Maire

Membres extérieurs :
Bruno Anglès
Karim Belabas
Emmanuel Kowalski
Ariane Mézard
"
"PR","25","","","\N"
"MCF","27","","","MEMBRES APPARTENANT A LETABLISSEMENT

PROFESSEURS DES UNIVERSITES ET ASSIMILES :
DEVOGELE (Président)	Thomas	PR	Informatique	27
GIACOMETTI (DC)	Arnaud	PR	Informatique	27
BILLAUT (DL)	Jean-Charles	PR	Informatique	27

MAITRES DE CONFERENCES ET ASSIMILES :
BOUCHOU	Béatrice	MCF	Informatique	27
FRIBURGER	Nathalie	MCF	Informatique	27
BROUARD	Thierry	MCF	Informatique	27

MEMBRES EXTERIEURS A LETABLISSEMENT

PROFESSEURS DES UNIVERSITES ET ASSIMILES :
MORIN Emmanuel	PR	Informatique - Université de Nantes	27
CREMILLEUX Bruno	PR	Informatique  Université de Caen	27
GIRE Françoise	PR	Informatique  Université Paris 1 	27

MAITRES DE CONFERENCES ET ASSIMILES :
ESHKOL Iris	MCF	Sciences du Langage  Université Orléans	07
RAVAT Franck	MCF	Informatique  Université de Toulouse 1	27
QUESSEVEUR Erwan	MCF	Géographie  Université de Rennes 2	23
"
"PR","27","","","\N"
"MCF","27","","","Collège A :
extérieurs :
    Jean-Charles Fabre
    Christine Morin   
    Marie-Pierre Gervais
    Marianne Huchard 
locaux :
    Jean-Luc Dekeyser
    Lionel Seinturier
    (P) Gilles Grimaud
    Stéphane Ducasse


Collège B :
extérieurs :
    Daniel Chillet
    Antoine Fraboulet
    Si-Mahmoud Karabernou
    Sonia Ben Mokhtar
locaux :
   (VP) Yvan Peter
    Jean Carle
    Anne-Françoise Le Meur
    Xavier Le Pallec"
"MCF","25","26","","INTERNES

Fermanian-Kammerer
Jaffard
Fournier
Zani
Vigneron
Printems

EXTERNES

Gravejat
Devulder
Batakis
Bally
Robbiano
Shirikyan
"
"PR","27","","","Collège A :
extérieurs :
    Frédéric Rousseau
    Guillaume Fertin
    Alexandre Caminada
    Gilles Venturini
locaux :
    Chaabane Djeraba
    Sophie Tison
    (P) Laurence Duchien
    Jean-Christophe Routier
"
"MCF","26","","","\N"
"PR","26","","","*Président du comité 
 
RIO, Emmanuel 


*Autres membres appartenant à l'établissement
 
CHAUVIN, Brigitte 
KHORUNZHIY, Oleksiy 
MARTEL, Yvan 
SECHERRE, Vincent 


*Membres extérieurs 
 
BERCU, Bernard 
BIANE, Philippe 
DUPLANTIER, Bertrand 
LE JAN, Yves 
SHI, Zhan "
"MCF","27","","","\N"
"PR","25","","","Membres extérieurs:

Elbaz-Vincent Philippe
Kohel David
Mestre Jean-François
Mokrane Farid
Ramero Lorenzo

Membres locaux:

Belabas Karim
Benois Denis
Duchon Philippe
Liu Qing
Yger Alain
"
"PR","26","","","TORRESANI	Bruno	PR	29	UniversitÃ© de Provence
BENABDALLAH	Assia	PR	26	UniversitÃ© de Provence
PICCO	Pierre	DR	26	UniversitÃ© de Provence
LIANDRAT	Jacques	PR	26	Ecole centrale Marseille
COHEN	Albert	PR	26	UniversitÃ© Paris VI
GRIBONVAL	RÃ©mi	DR	26	IRISA, Rennes
DURAND	Sylvain	PR	26	UniversitÃ© Paris V
CAPPE	Olivier	DR	26	TELECOM Paris
"
"MCF","27","","","SANTOCANALE	Luigi	PR	27	UniversitÃ© de Provence
DENIS	FranÃ§ois	PR	27	UniversitÃ© de Provence
LUGIEZ	Denis	PR	27	UniversitÃ© de Provence
GILLERON	RÃ©mi	PR	27	UniversitÃ© de Lille
HAAR	StÃ©fan	PR	27	INRIA Cachan
METIVIER	Yves	PR	27	ENSEIRB-MATMECA
				

CAPPONI	CÃ©cile	MCF	27	UniversitÃ© de Provence
RALAIVOLA	Liva	MCF	27	UniversitÃ© de Provence
FRATANI	SÃ©verine	MCF	27	UniversitÃ© de Provence
TEYTAUD	Olivier	CR	27	INRIA SACLAY
DENIS	Pascal	CR	27	INRIA Rocqueqcourt
BERWANGER	Dietmar	CR	27	CNRS ENS Cachan
"
"MCF","25","","","Membres intérieurs :

Chadozeau Arnaud MCF
Khélif Anatole MCF
Labbé Eric PR
Martinez-Maure Yves PR

Membres extérieurs :

Delabrière Sylvie PR
Ferrand Emmanuel MCF
Hache Christophe MCF
Kuzniak Alain PR

"
"MCF","26","","","\N"
"PR","25","26","","\N"
"MCF","26","","","A. int 
Ana Karina Fermin <aferminrodriguez@u-paris10.fr>
Etienne Roquain <etienne.roquain@upmc.fr>
Ismael Castillo <ismael.castillo@upmc.fr>

B. int
MOUGEOT Mathilde <mathilde.mougeot@univ-paris-diderot.fr>
Alquier Pierre <Pierre.Alquier@ensae.fr>
Delattre Sylvain <delattre@math.jussieu.fr>

A. ext.
Rousseau judith <rousseau@ceremade.dauphine.fr>
Nicolas Vayatis <Nicolas.Vayatis@cmla.ens-cachan.fr>
Bach Francis <francis.bach@gmail.com>

A. int.
Marie-Claire QUENEZ <quenez@math.jussieu.fr>
dominique picard <picard@math.jussieu.fr>
Stephane Boucheron <stephane.boucheron@math.jussieu.fr>  (Pres.)"
"MCF","27","","","\N"
"MCF","27","","","&#65279;&#65279;Rang A
Litovski Igor
Peyrat Claudine
Riveill Michel
Gressier Eric
Muller Gilles
Dabbous Wallid


Rang B
Collet Philippe
Huet Fabrice
Dalle Olivier
Bouchenak Sarah
Minier Marine
Morvan Franck
"
"MCF","27","","","\N"
"PR","25","26","","Membres intérieurs:  Etienne Sandier (président), Raphaël Danchin, Colette Guillopé, Galina Perelman

Membres extérieurs: Gilles Carron, Raphaël Krikorian, Rafe Mazzeo, Marc Peigné
"
"MCF","27","","","Président :   Eric Andrès, PR 27, université de Poitiers, XLIM-SIC
Christine Fernandez-Maloigne Christine, PR 61, université de Poitiers, XLIM-SIC
Daniel Meneveaux, PR 27, université de Poitiers, XLIM-SIC
Ladjel Bellatreche,PR 27, ENSMA, LISI
Jean-Yves lafaye, PR27, Université de la rochelle, L3I
Jean-Marc Ogier, PR27, Universiét de la rochelle, L3I
Philippe carré, MCF 61, université de Poitiers, XLIM-SIC
Xavier Skapin, MCF 27, université de Poitiers, XLIM-SIC
Patrice Naudin, MCF 27, université de Poitiers,LMA
Anne Verroust, CR INRIA Paris
olivier terraz, MCF 27, université de limoges, XLIM-DMI
Jean-Philippe Vandeborre, MCF 27, Télécom lille"
"PR","27","","","             NOM             STATUT         Qualité          Discipline

 CANI Marie-Paule             PR            internes             27
 BOYER Edmond                 DR            internes         Informatique
 PESTY Sylvie                 PR            internes             27
 ROISIN Cécile                PR            internes             27

 BOUGHANEM Mohand             PR            extérieurs           27
 GALLINARI Patrick            PR            extérieurs           27
 PALANQUE Philippe            PR            extérieurs           27
 PETIT Jean-Marc              PR            extérieurs           27"
"MCF","25","","","BENAMEUR Moulay-Tahar - PR 25, Université Metz (président)
BORELLI Vincent - MCF 25, Université Lyon I
BENAYADI Saïd - MCF 25, Université Metz
CHLOUP Véronique - MCF 25, Université Metz
GAYRAL Victor - MCF 25, Université Reims
GRANDATI Yves - MCF 29, Université Metz
LEICHTNAM Eric - DR 25, Institut Jussieu
RUBENTHALER Hubert - PR 25, Université Strasbourg
SCHLICHENMAIER Martin - PR 25, Université Luxembourg
TU Jean-Louis - PR 25, Université Metz"
"MCF","27","61","","\N"
"MCF","27","","","infos disponibles via l'URL:

http://www.uhp-nancy.fr/content/download/15097/132403/file/extrait_27RecrutementMCF.pdf"
"PR","25","","","J. M. Delort, H. Dethelin, P. Boyer, L. Schwartz, P. Le Calvez, G. Perelman, J. Nekovar, J. Lannes"
"PR","26","","","\N"
"MCF","27","","","PR Exterieur
Cristina Bazgan, Alix Munier-Kordon, Dominique Barth.

PR Locaux 
Claire Hanen, Marta Rukoz-Castillo, Jean-François Pradat-Peyre

MCF Exterieur 
Anne Bouillard, Joyce El haddad, Fanny Pascual.

MCF Locaux 
Souheib Baarir, Emmanuel Hyon, Bertrand Le Cun.

"
"MCF","27","","","\N"
"MCF","27","","","\N"
"PR","25","","","Intérieurs:
Bertram, Wolfgang, PR 25, UHP
Chrisment, Isabelle, PR 27, UHP, présidente
Genestier, Alain, PR 25, UHP
Rousseau, Guy, PR 25, UHP

Extérieurs:
Bouaziz, Abderrazak, PR 25, Université de Poitiers
Carayol, Henri, PR 25, Université de Strasbourg
Digne, François, PR 25, Université d'Amiens
Hernandez, David, PR 25, Université de Paris 7
Pasquale, Angela, PR 25, Université de Metz
Rubenthaler, Hubert, PR 25, Université de Strasbourg"
"MCF","26","","","Liste de locaux : 
Rangs A : Moulay Aziz-Alaoui, Alexandre Berred, Stéphane Maingot, Adnan Yassine
Rangs B : Abdelaziz El Matouat, Anne-Sophie Lemaire, Sophie Loyal, Nathalie Verdière

Liste d'extérieurs :
Rangs A : Mohamed Didi Biha (Caen), Paul Raynaud de Fitte (Rouen), Jean-Pierre Françoise (Paris 6), René Lozi (Nice)
Rangs B : Rachida Elassoudi (Insa Rouen), Bernard Gleyse (Insa Rouen), Serigne Gueye (Avignon), Philippe Jouan (Rouen)"
"MCF","27","","","Locaux :
BEAUQUIER Joffroy PR  président 
BIDOIT Nicole PR
BOURNEL Arnaud PR
REYNAUD Chantal PR
AZE Jérôme MCF
BASTOUL Cédric MCF
COLAZZO Dario MCF
TANNIER Xavier MCF

Extérieurs :
BAMPIS Euripidis PR
HALFELD Mirian PR
LE THI Hoài An PR
NAZARENKO Adeline PR
LAUBLET Philippe MCF
NGUYEN Benjamin MCF
SABOURET Nicolas MCF
TOUSSAINT Yannick CR INRIA"
"MCF","25","26","","INTERNES

Fermanian-Kammerer
Jaffard
Fournier
Zani
Vigneron
Printems



EXTERNES

Gravejat
Devulder
Batakis
Bally
Robbiano
Shirikyan"
"MCF","26","","","Rémy Prost
Tanneguy Redarce
Jérôme Pousin
Christian Reichert
Yves Renard
Didier Auroux
Sylvain Durand
Francis Filbet
Jérôme Darbon
Elisabeth Mironescu
Mohammed Jai
Emmanuel Maître
Aimé Lachal
Liviu Palade
Paul Vigneaux
Toni Buades"
"MCF","27","7","","\N"
