"nature","section","section2","section3","comite"
"MCF","26","","","Chloé-Agathe Azencott
Jean-Noël Bacro
Benjamin Charlier
Marianne Clausel
Benoîte de Saporta
Alexandre Gramfort
Philippe Naveau
Pierre Ribereau
Gwladys Toulemonde
Sylvie Viguier-Pla"
"MCF","26","70","","CHESNAIS AURELIE
MUNIER VALERIE
HELIOT CELINE
CROSS DAVID
MODESTE SIMON
LEBLANC SERGE
HERSANT MAGALI
OUVRIER-BUFFET CECILE
MITHALAL JORIS
RODITI ERIC
RINALDI ANNE-MARIE
CHAMBRIS CHRISTINE
"
"MCF","26","25","","Claire Chainais
Caroline Desombre (Présidente)
Renault D&#039;Enfer
Luc Deléaval
Bruno Loiseau
Anne-Cécile Mathé
Marianne Moulin
Patrick Popescu-Pampu
François Récher
Eric Roditi
Marie Théret
Susanna Zimmermann"
"MCF","26","","","Membres appartenant à  l&#039;UPHF
CAOUDER	NATHALIE			
MASSA-TURPIN	ISABELLE	Vice-présidente		
REGNIER	VIRGINIE			
SODAIGUI	BOUCHAIB	Président		
VERMEIREN	LAURENT			
VRANCKEN	LUC			
Membres extérieurs à l&#039;UPHF
BAYAD	ABDELMEJID			
CELISSE	ALAIN			
DABO	SOPHIE			
DAVILA FELIPE	MIRAINE			
LEMDANI	MOHAMED			
TILLIER	CHARLES			
"
"MCF","26","","","
Marie-Hélène Abel
Salim Bouzebda
Ahmad El Hajj
Nicolas Forcadel
Olivier Goubet
Faten Jelassi
Vincent Martin
Olga Mula
Laure Quivy
Ulrich Razafison
Stéphanie Salmon
Lisl Weynans
"
"MCF","25","","","Membres extérieurs :

Cécile Armana
Xavier Caruso
Sara Checcoli
Jean-Marc Couveignes
Alain Couvreur
Charlotte Hardouin
Stéphane Lamy
Christophe Ritzenthaler
Alessandra Sarti
Julien Sebag

Membres locaux :

Françoise Adreit
Jean Gillibert
Emmanuel Hallouin
Nathalie Hernandez
Sabine Mercier
Marc Perret"
"MCF","26","","","M. Bossy,
D. Bresch (Président), 
D. Bucur, 
M. Deaconu, 
J. Garnier
R. Herbin, 
C. Labart,   
C. Lacave"
"MCF","26","","","Intérieurs

Antonin Chambolle
Maria Esteban
Amic Frouvelle
Irène Waldspurger
Guillaume Legendre
Stéphane Mischler (Président)



Extérieurs

Michael Goldman
Bérénice Grec
Pauline Lafitte
Etienne Sandier
Tere Seara
Daniela Tonon"
"MCF","26","","","Intérieurs

Antonin Chambolle
Maria Esteban
Amic Frouvelle
Irène Waldspurger
Guillaume Legendre
Stéphane Mischler (Président)



Extérieurs

Michael Goldman
Bérénice Grec
Pauline Lafitte
Etienne Sandier
Tere Seara
Daniela Tonon"
"MCF","26","","","Heloïse Beaugendre
Thierry Horsin
Simon Marié
Marc Massot
Chloe Mimeau
Iraj Mortazavi
Caroline Nore
Jean-Christophe Robinet
Lucie Rouleau
Taraneh Sayadi
Nicolas Thome
Lisl Weynans"
"MCF","26","","","Internes UP:

EISENBAUM Nathalie
GIACOMIN Giambattista
LEBLE Thomas
LUCON Eric
MERLE Mathieu (VP)
SAADA Ellen (P)

Externes:

CALKA Pierre
GAYRARD Véronique
JUILLET Nicolas
MARCOVICI Irène
POLY Guillaume
THERET Marie"
"MCF","26","","","Membres intérieurs :
CLEMENT, Emmanuelle
DENIS, Christophe
HEBIRI, Mohamed
LACOUR, Claire (vice-présidente)
LAMBERTON, Damien
TRAN, Viet Chi (président)

Membres extérieurs : 
BEN-HAMOU, Anna
BUTUCEA, Cristina
COSTA, Manon
DE CASTRO, Yohann
MICHEL, Bertrand
PENISSON, Sophie
ROBIN, Stéphane
SCORNET, Erwan"
"MCF","26","","","Composition du comité de sélection : 

Membres internes 

- Hermine BIERMÉ 
- Philippe CARRÉ 
- Sandrine DALLAPORTA 
- Farida ENIKEEVA : Présidente 
- Julien MICHEL 
- Yousri SLAOUI 


Membres externes 

- Jérémie BIGOT 
- Vincent BRAULT 
- Gaëlle CHAGNY
- Jean-Marc FREYERMUTH
- Clément MARTEAU
- Anne PHILIPPE"
"MCF","26","","","\N"
"MCF","26","25","","Membres internes : 

Sylvain Arlot
Gilles Blanchard (président)
Nicolas Curien 
Elisabeth Gassiat
Olivier Hénard 
Marie-Anne Poursat

Membres externes : 

Antoine Chambaz
Sophie Donnet 
Laure Dumaz
Céline Duval 
Max Fathi
Tabea Rebafka
Vincent Rivoirard
Robin Ryder

"
"MCF","27","","","Cirstea Horatiu
Dagnat Fabien
Deantoni Julien
Keller Chantal
Laleau Régine
Tasson Christine

Chaput Emmanuel
Crégut Xavier
Hurault Aurélie
Longin Dominique
Ober Ileana
Quéinnec Philippe"
"MCF","26","","","D. Attali
D. Bucur
P. Hyvernat
Y. Kenmochi
C. Labart
J.-O. Lachaud (Pr)
S. Masnou
N. Pustelnyk
"
"MCF","27","","","\N"
"MCF","27","","","Sophie Pinchinat
Étienne André
Olga Kouchnarenko
Benjamin Monmège
Benoît Barbot
Sophie Quinton
Philippe Leray
Christian Attiogbé
Mary Elliot
Assia Mahboubi
Benoît Delahaye
Anaïs Crestetto"
"MCF","27","","","Severine Affeldt
Khalid Benali
Karell Bertet
Lydia Boudjeloud-Assala
Claire Gardent (présidente du comité)
Vincent Guigue
Lhassane Idoumghar
Agata Savary
Antoine Tabbone
Yannick Toussaint
Isis Truck
Francois Yvon"
"MCF","27","","","Horatiu Cirstea
Xavier Goaoc (président du comité)
Jean-Yves Marion
Malika Smail-Tabbone
Brigitte Wrobel-Dautcourt
Jérémie Chalopin
Paul Dorbec
Marc Pantel
Daniela Petrisan
Carine Pivoteau
Bruno Salvy
Mihaela Sighireanu"
"MCF","27","","","David Baelde
Nathalie Bertrand
Guillaume Bonfante
Charles Bouillaguet
Thibault Cholez
Véronique Cortier
Marie Duflot-Kremer
Francois Laroussinie
Clémentine Maurice
Marine Minier (présidente du comité)
Damien Vergnaud
Valérie Viet Triem Tong

https://www.loria.fr/fr/emplois/postes-2021-composition-des-comites-de-selection/"
"MCF","27","","","Bernardetta Addis
Karim Benouaret
Sylvain Contassot-Vivier
Liliana Cucu-Grosjean
Claudia-Lavinia Ignat
Emmanuel Jeandel (président du comité)
Nathalie Mitton
Alix Munier-Kordon
Anne-Cecile Orgerie
Clément Quinton
Stefano Secci
Ye-Qiong Song

https://www.loria.fr/fr/emplois/postes-2021-composition-des-comites-de-selection/"
"MCF","27","","","\N"
"MCF","27","","","\N"
"MCF","27","","","Samia Bouzefrane (PR CNAM)
Sylvain Perifel (McF Paris 7)
Viviane Pons (McF Paris Sud, Orsay)
Isabelle Sivignon (CR CNRS, Grenoble)
Gaël Thomas (PR Telecom Sud-Paris)
Sophie Tison (PR Lille)
Hakim Badis (McF UGE)
Nicolas Borie (McF UGE)
Arnaud Carayol (PR UGE, vice-président)
Jean Cousty (PR ESIEE, UGE)
Claire David (McF UGE)
Stéphane Vialette (DR CNRS, UGE, président)"
"MCF","27","","","Samia Bouzefrane (PR CNAM)
Sylvain Perifel (McF Paris 7)
Viviane Pons (McF Paris Sud, Orsay)
Isabelle Sivignon (CR CNRS, Grenoble)
Gaël Thomas (PR Telecom Sud-Paris)
Sophie Tison (PR Lille)
Hakim Badis (McF UGE)
Nicolas Borie (McF UGE)
Arnaud Carayol (PR UGE, vice-président)
Jean Cousty (PR ESIEE, UGE)
Claire David (McF UGE)
Stéphane Vialette (DR CNRS, UGE, président)"
"MCF","27","26","","* Internes

Stefania Dumbrava (27)
Julien Forest (27)
Mathilde Mougeot (26, Présidente)
Vathana Ly Vath (26, Vice-président)
Marie Szafranski (27)

* Externes

Christophe Denis (27)
Erwan Le Pennec (26)
Christophe Millet (26)
Gaël Thomas (27)
Soraya Zertal (27)"
"MCF","27","","","Membres internes à l&#039;établissement

Sohier, Devan 
Denise, Alain 
Pons, Viviane 
Lobstein, Antoine
Cohen, Johanne
Li, Hao
Charpiat, Guillaume
Burman, Janna

Membres externes à l&#039;établissement

Ponty, Yann
Bonamy, Marthe
Bazgan, Cristina
Bentz, Cédric
Bampis, Euripidis
Todinca, Ioan Corneliu
Mitsou, Valia
Coti, Camille"
"MCF","27","","","PETRUCCI Laure
BODINI Olivier
KLAI Kais
TOUILI Tayssir
DAVID Julien
EVANGELISTA Sami
BASSINO Frédérique
ZARD AYOUNA Haifa

HADDAD Serge
DURET-LUTZ Alexandre
PELZ Elisabeth
GHAZEL Mohamed
DUFLOT-KREMER Marie
ENCRENAZ-TIPHENE Emmanuelle
QUINSON Pierre
BARBOT Benoit

"
"MCF","27","","","https://informatique.up8.edu/actu/2020-2021/cos-mcf_588.pdf"
"MCF","27","","","Régine Laleau (présidente)
Olivier Michel (vice-président)
Elisabeth Pelz
Youssouf Oualhadj
Antoine Spicher
Catherine Dubois
Olga Kouchnarenko
Dominique Mery
Laure Petrucci
Xavier Crégut
Akram Idani
Micaela Mayero
Andrei Paskevich"
"MCF","27","","","Julien Cervelle
Florent Madelaine
Nihal Perkergin
Luidnel Maignan
Sovana Tan
Olivier Bournez
Nadia Creignou
Boban Velickovic
Mamadou Moustapha Kanté
Irène Marcovici
Daniela Petrisan
Gaétan Richard"
"MCF","61","27","","Yasmina Abdeddaïm (ESIEE Paris, LIGM)
Étienne André (Université de Lorraine, LORIA)
Mikaël Briday (École Centrale de Nantes, LS2N)
David Chalet (École Centrale de Nantes, LHEEA)
Hanna Klaudel (Université d&#039;Évry, IBISC)
Didier Lime (président, École Centrale de Nantes, LS2N)
Maria Mendez Real (Université de Nantes, IETR)
Saïd Moussaoui (École Centrale de Nantes, LS2N)
Claire Pagetti (ONERA)
Olivier H. Roux (École Centrale de Nantes, LS2N)
"
"MCF","61","27","","Abel	Marie-Hélène	PR	27	Ingénierie des connaissances	UTC
Bonnifait	Philippe	PR	61	Automatique, Robotique	UTC
Cherfaoui	Véronique	PR	61	Robotique	UTC
Grandvalet	Yves	DR CNRS	6	Apprentissage statistique	UTC
Gasso	Gilles	PR	61	Apprentissage automatique	INSA Rouen
Pichon	Frédéric	PR	61	Raisonnement dans l&#039;incertain	Université d&#039;Artois
Donnet	Sophie	CR INRAE	Mathnum	Statistiques, biostatistiques	Université Paris-Saclay
Klein	John	MCF	61	IA, fusion, application à l&#039;apprentissage	Université de Lille
Masson	Marie-Hélène	MCF	61	Raisonnement dans l&#039;incertain	Université de Picardie Jules Verne
Morvant	Émilie	MCF 	27	Apprentissage statistique	Université Jean Monnet
Serrurier	Mathieu	MCF	27	Recommandation	Université de Toulouse 3
Viappiani	Paolo	CR CNRS	6	IA, préférences, incertain	SU
"
"PR","25","26","","Cédric Bernardin (Pdt)
François Bolley
Olivier Druet
Nathanaël Enriquez
Bassam Fayad
Eva Löcherbach
Carlos Matheus
Rémi Rhodes
Séverine Rigot
Laurent Stolovitch (Vice-Pdt)




Remarque :
Université Côte d&#039;Azur a décidé que toutes les auditions des concours de recrutement de cet établissement s&#039;effectueraient par visio-conférence, sans contrainte de présence dans un local administratif.
"
"PR","25","","","Boris Adamczewski
Bruno Anglès
Anna Cadoret
Daniel Caro
Huayi Chen
Bernard Leclerc
Sophie Morel
Jérôme Poineau
Gaël Rémond
Denis Simon

"
"PR","25","","","Bousquet-Melou	Mireille
Jaming	Philippe
Kellay	Karim
Koziarz	Vincent
Baladi	Viviane
Borichev Alexander
Grellier Sandrine
Ortega-Cerdà Joaquim
"
"PR","25","26","","Extérieures et extérieurs : 
Hermine Biermé
Xavier Buff (président)
Serge Cantat
Antoine Chambert-Loir
Marion Darbas
Benoit Grébert

Locales et locaux : 
Marc Arnaudon (vice-président)
Christine Bachoc
Graziella Goglio
Eric Lacoste
"
"PR","25","26","","Membres internes:

Romain Abraham (président)
Pierre Julg
Luc Hillairet

Membres externes:

Marie-Claude Arnaud
Isabelle Chalendar
Peter Haissinsky
Cédric Lecouvey
Françoise Pène
Hervé Oyono-Oyono"
"PR","25","","","Membres locaux:

Laurent Di Menza
Michael Pevzner (président)
François Vigneron
Rupert Yu

Membres extérieurs:

Karin Baur
Bernhard Keller
Bernard Leclerc
Anne Moreau
Angela Pasquale
"
"PR","25","","","Membres Externes:

Frédéric Hélein
Alessandra Iozzi
Pierre Julg
Paul-Emile Paradan
Michael Puschnigg
David Renard
Romain Tessera
Chenchang Zhu


Membres Internes:

Salah Mehdi
Hervé Oyono-Oyono (vice-président du comité)
Angela Pasquale
Tilmann Wurzbacher (président du comité)

"
"PR","25","","","Anna Cadoret
Serge Cantat
Benoît Daniel (président)
Philippe Eyssidieux
Alain Genestier
Caroline Gruson
Ursula Hamenstädt
Andreas Höring
Gianluca Pacienza (vice-président)
Stéphane Sabourau
Marc Troyanov
"
"PR","25","","","Bergeron	Nicolas
Bridson	Martin
Gaboriau	Damien
Gaussent	Stéphane
Hanrot	Guillaume
Iozzi	Alessandra
Lescop	Christine
Pansu	Pierre
Quint	Jean-François
Saint-Raymond	Laure
Sikorav	Jean-Claude
Vovelle	Julien
"
"PR","25","","","
Mme CADORET Anna
M. CORDERO-ERAUSQUIN Dario
M. ITENBERG Ilia (Vice-Président)
M. MARCHE Julien  (Président)
Mme PETRINI Michaela
Mme VOISIN Claire

Mme BACHOC Christine
M. FRESSE Benoit
M. GOUËZEL Sebastien
M. HEBEY Emmanuel
M. KLINGLER Bruno
Mme MOREAU Anne"
"PR","25","","","\N"
"PR","25","","","Philippe Biane
Elisabeth Bouscaren 
Anna Cadoret 
François Charles 
Pierre-Henri Chaudouard 
Claire Debord
Charles Favre 
Pierre Gaudry 
Alain Genestier 
David Hernandez (Président)
Muriel Livernet (Vice-présidente)
Adam Parusinski 
Jeremie Szeftel
Boban Velickovic 
"
"PR","25","","","Philippe Biane
Elisabeth Bouscaren 
Anna Cadoret 
François Charles 
Pierre-Henri Chaudouard 
Claire Debord
Charles Favre 
Pierre Gaudry 
Alain Genestier 
David Hernandez (Président)
Muriel Livernet (Vice-présidente)
Adam Parusinski 
Jeremie Szeftel
Boban Velickovic"
"MCF","26","25","","Membres internes : 

Thierry Ramond (président)
Maya De Buhan 
Mitia Duerinckx
Anna Kazeykina
Matthieu Léautaud
Quentin Mérigot


Membres externes :

Thomas Duyckaerts
Amic Frouvelle 
David Lannes
Sepideh Mirrahimi 
Marjolaine Puel
Delphine Salort
"
"PR","25","26","","Membres internes :

Cyril Houdayer (Président)
Sylvain Crovisier (Vice président)
Frédéric Bourgeois
Joël Merker

Membres externes :

Karine Beauchard
François Béguin
Serge Cantat 
Emmanuel Giroux
Bénédicte Haas
Alessandra Sarti"
"PR","25","26","","Membres internes : 

Anne Vilnat (Présidente)
Clotilde Berdin
Bertrand Maury
Benjamin Schraen
Nicolas Thiéry


Membres externes : 

Patricia Gaitan
Frédéric Le Roux
Emmanuel Letellier
Sébastien Martin
Madalina Olteanu"
"PR","26","25","","Thierry Goudon (Pdt, DR Inria UCA)
Olivier Pantz (VP, Pr UCA)
Francois Delarue (Pr, UCA)
Paola Goatin (DR Inria UCA)
Maria Esteban (DR Paris Dauphine)
Isabelle Gallagher (Pr ENS Paris)
Mikaella Iacobelli (Pr ETHZ)
Marcella Szopos (Pr Univ. Paris)
Thierry Gallouet (Pr AMU)
Olivier Glass (Pr Paris Dauphine)"
"PR","26","","","Membres internes :
Caroline FOSSATI (Section 61, Institut Fresnel)
Miguel ALONSO (Section 63, Institut Fresnel)
Christophe POUET (Section 26, I2M)
Guillaume CHIAVASSA (Section 26, M2P2, Président du comité de sélection)

Membres externes :
Paola CINELLA (Section 60, DynFluid)
Pierre SAGAUT (Section 60, M2P2)
Angelo IOLLO (Section 26, Institut de Mathématiques de Bordeaux)
Grégory VIAL (Section 26, Institut Camille Jordan)"
"PR","26","","","Membres internes :

Boris Andreianov
Laurent Mazet (président)
Anne Poupon

Membres externes :

Romain Abraham
Florence Hubert
Eva Locherbach
Viet-Chi Tran
Magali Ribot"
"PR","26","","","EXTERNES
--------
GRATTON Serge
GRIGORI Laura
HELLUY Philippe
HERBIN Raphaèle

INTERNES
--------
ANQUETIN Sandrine
BLAYO Eric (Vice-Président)
MAITRE Emmanuel
MEHAUT Jean-François (Président)


"
"PR","26","","","Membres Externes:

Valeria Banica 
Thomas Chambrion  
Myriam Comte  
Maria Esteban  
Cyril Imbert  
Pauline Lafitte 
Elisabeth Logak 
Grégory Vial  

Membres Internes:

Omar Elmazria
Jérémy Faupin 
Antoine Lemenant (président du comité)
Karim Ramdani
Frederic Robert
"
"PR","26","","","Marianne Clausel
Aurélien Garivier
Claire Lacour
Cédric Lecouvey
Antoine Lejay
Tony Lelièvre
Pascal Moyal
Victor Nistor
Anthony Reveillac
Benoîte de Saporta
Cristina Toninelli
Amandine Veber"
"PR","26","","","Nalini Anantharaman (Pdte)
Jean Bérard
Laurent Gardes
Armelle Guillou
Philippe Helluy

Didier Chauveau
Jean-François Dupuy
Clément Marteau
Véronique Maume-Deschamps
Valérie Monbet
"
"MCF","7","27","","Internes :

Bogliotti, Caroline
Cislaru, Georgeta
Desmets, Marianne
Eshkol-Taravella, Iris
Kahane, Sylvain
Lefebvre, Julie
Villoing, Florence

Externes:

Bernhard, Delphine
Crabbe, Benoît
Desagulier, Guillaume
Fabre, Cécile
Gerdes, Kim
Lejeune, Gaël
Nouvel, Damien"
"MCF","25","","","BRUNO MARTIN
LOIC FOISSY
MABEL CUESTA
PIERRE-LOUIS GISCARD
SHALOM ELIAHOU

JOEL RIVAT
EMMANUEL FRICAIN
ANNE DE ROTON
OLIVIER ROBERT
MICHEL BALAZARD
"
"MCF","26","27","","Laurent Debreu
Béatrice Laurent-Bonneau
Jean-Baptiste Caillau
Laure Raynaud
Claire Boyer
Olga Mula

Géraldine Morin
Ehouarn Simon
Sandrine Mouysset
Jean-Marc Pierson
Joseph Gergaud
Alfredo Buttari
"
"PR","26","","","Zakaria Belhachmi (Président)
Laure Coutin
Abdenacer Makhlouf (Vice président)
Bertrand Maury
Daniel Panazzolo
Clémentine Prieur
Gwenaelle Trouve
Julien Vovelle"
"PR","26","","","Karine Beauchard
Assia Benabdallah
Ugo Boscain (vice-président)
Renald Brenner
Antonin Chambolle
Anne-Laure Dalibard (présidente)
Sylvain Ervedoza
Radu Ignat
Sylvia Serfaty

"
"PR","26","","","Thierry BODINEAU
Béatrice DE TILIERE
Thomas DUQUESNE
Max FATHI
Giambattista GIACOMIN (Prés.)
Arnaud GUILLIN
Alice GUIONNET
Sandrine PECHE
Ellen SAADA
Vincent VARGAS"
"PR","26","","","ALFARO Matthieu
ASSUDE Teresa
BEN ALAYA Mohamed (président)
CHESNAIS Aurélie
LEBAUDY Philippe
MERCAT Christian
OUVRIER-BUFFET Cécile
SAYAC Nathalie
VANDEBROUCK Fabrice"
"PR","26","","","
Intérieurs
Christophe Chalons
Catherine Donati
Laurent Dumas
Luc Robbiano (président)

Extérieurs
Jean-François Babadjian
Claire Chainais
Pauline Lafitte
Marjolaine Puel
Nicolas Vauchelet
"
"PR","26","","","Extérieurs

Bruno Bouchard
Emmanuel Gobet (président)
Benjamin Jourdain
Gilles Pagès
Marie-Claire Quenez
Agnes Sulem

Intérieur
Arnaud Gloter
Agathe Guilloux (vice-présidence)
Stéphane Menozzi
Marie-Luce Taupin"
"PR","27","","","\N"
"PR","27","","","Membres internes

Patrick Hénaff
Jean-Yves Marion
Kamel Smaïli (vice-président du comité)
Jeanine Souquières
Antoine Tabbone
Yannick Toussaint (président du comité)
Membres externes

Frédéric Alexandre
Jean-François Bonastre
Véronique Eglin
Laëtitia Jourdan
Adeline Nazarenko
Christel Vrain"
"PR","27","","","\N"
"PR","27","","","https://informatique.up8.edu/actu/2020-2021/cos-pr_704.pdf"
"MCF","26","","","Membres de Paris 1

Bardet Jean-Marc
Celisse	Alain
Le Brigant Alice
Le Grand Bénédicte 
Rynkiewicz Joseph
Vanier Sonia

Membres extérieurs

Champion Magali
Chiquet	Julien
Genuer Robin
Gerchinovitz Sébastien
Philippe Anne
Vialaneix Nathalie



"
"MCF","26","","","BEN-HAMOU	Anna
BROUTIN Nicolas
BRUNET	Éric
DUMAZ Laure
GARBAN	Christophe
GASSIAT	Paul
GOUEZEL Sébastien
KOURKOVA Irina
TARDIF Camille
TARRAGO Pierre
TONINELLI Cristina
VEBER Amandine"
"PR","27","","","ROUVEIROL Céline
POURNIN Lionel
MAZZA Damiano
PERNELLE Nathalie
BASSINO Frédérique
WOLFER CALVO Roberto

BAILLOT  Patrick
MEUNIER Frederic
SIGHIREANU Mihaela
CHEPOI Vicor
QUADRI Dominique
YVON Francois
LERAY Philippe
BLOCH Isabelle
DUCHON Philippe
TAMINE LECHANI Lynda"
"MCF","26","","","Membres internes:

Benjamin Arras
Sophie Dabo
Philippe Heinrich
Mylène Maida
Ana Matos
Emeline Schmisser
Antoine Touzé (Pdt)
Ciprian Tudor



Membres externes:

Delphine Blanke
Pierre Calka
Marianne Clausel
Loren Coquille
Emilie Devijver
Aldéric Joulin
Clément Levrard
Florence Merlevède

"
"MCF","26","","","Membres de l&#039;UPJV :
ASCH Mark, DESVEAUX Vivien, GUEDDA Mohammed
LE MEUR Hervé, MAMMERI Youcef (président), MARTIN Véronique (vice-président)


Membres extérieurs :
DEMENGEL Françoise, HUBERT Florence, JBILOU Khalide
LORENGHEL Stéphanie, SAUT Olivier, VERDIERE Nathalie
"
"PR","26","","","BIAU	Gérard
FOUGÈRES	Anne-Laure
LECLERCQ SAMSON	Adeline
TALAY	Denis
VÉBER 	Amandine
BECKERMANN	Bernhard
BROZE	Laurence
DACHIAN	Sergueï
DERMOUNE	Azzouz
FRICAIN	Emmanuel"
"MCF","26","","","Membres externes :

Christophe Dutang
Frédéric Ferraty
Irène Gannaz
Sana Louhichi
Gwladys Toulemonde
Anne-Françoise Yao

Membres Internes :

Areski Cousin (vice-président)
Jean-Luc Dortet
Ségolen Geffray
Laurent Gardes (président)
Armelle Guillou
Samuel Maistre


"
"MCF","26","25","70","Frédéric TUPIN
Dominique TOURNES
Isabelle CHALENDAR
Mariane MORILLON
Patrice PONGERARD
Jean Jacques SALONE
Abal Kassim CHEIK AHAMED
Lilian PELLETIER
Sébastien HOARAU
Christine FRANCOISE
Elliott SUCRE
Caroline POISARD"
"MCF","25","","","Collège A, membres internes:

M. Kohel, David
M. Ramaré, Olivier (président)
M. Regnier, Laurent

Collège A, membres externes:

Mme Tasson, Christine
M. Vanier, Pascal
M. Zemor, Gilles

Collège B, membres internes:

M. Olive, Frédéric
Mme Frid, Anna (vice-présidente)
M. Vaux, Lionel

Collège B, membres externes:

Mme Faggian, Claudia
Mme Mesnager, Sihem
Mme Vitse, Vanessa"
"MCF","25","","","Internes:

M. GERARD-VARET David (Président)
Mme. CHAVAUDRET Claire
M. PETRIDES Romain
M. BURTEA Cosmin
M. ZILIO Alessandro

Externes:

Mme. ESTEBAN Maria (Vice-présidente)
Mme. DI NEZZA Eleonora
M. MILLOT Vincent
Mme. HUNEAU Cécile
M. NONNENMACHER Stéphane
Mme. RIGOT Séverine
M. BERNARD Patrick

source: https://u-paris.fr/wp-content/uploads/2021/03/ARRETE_0099.pdf"
"MCF","26","","","Kleber Carrapatoso
Anne-Laure Dalibard
Erwan Faou
Matthieu Hillairet (président)
Françoise Krasucki
Ingrid Lacroix-Violet
Fabien Marche
Hélène Mathis
Evelyne Miot 
Isabelle Tristani"
"MCF","26","","","Marie-Hélène Abel
Faker Ben Belgacem
Salim Bouzebda
Magali Champion
Sophie Dabo
Mélina Gallopin
Ghislaine Gayraud
Anne Gégout-petit (Présidente)
Hicham Lakhlef
Sarah Ouadah
Philippe Saint Pierre
Maxime Sangnier"
