nature,section,section2,section3,comite
PR,25,,,"membres locaux:

Gilles Carron (Président)
Yves de Cornulier 
Christoph Sorger
Nicolas Tabareau

Membres extérieurs:

Ilia Itenberg (Sorbonne U.)
Ailsa Keating (Cambridge U.)
Ana Rechtman (U. Grenoble Alpes)
Susanna Zimmermann (U. Paris-Saclay)"
MCF,26,,,"Membres Externes :

Nathanaël Enriquez
Mylene Maïda  
Marguerite Zani  
François Simenhaus 
Charline Smadi  

Membres Internes :

Anne Estrade
Nathaël Gozlan 
Assaf Shapira
Manon  Defosseux
Eric Vernier "
MCF,25,26,,"BENRABAH Ouafae
CHENAVIER Nicolas (président)
COSSE Augustin
DEVIN Lucile
ESTRADE Anne
GLISSE Marc
GUILLOU Armelle
LAUNAY Claire
MARTINEAU Sébastien
OULD-SAID Elias
REVEILLAC Anthony
SCHNEIDER Dominique (vice-président)


"
MCF,25,26,,"CENAC-GUESDON Peggy  (vice-présidente)
FAIRON Maxime
JOURANI Abderrahim
LE MAITRE François
MASSUYEAU Gwénaël        (président)
RAFFAELLI Bernard
TARDIVEL Patrick
THIEL Anne-Laure

***

FRABETTI Alessandra
HAETTEL Thomas
MARCOVICI Irène
TERRAS Véronique
PANAZZOLO Daniel
VANHAECKE Pol
WALDSPURGER Irene
ZIMMERMANN Susanna"
PR,25,,,"membres locaux:

Gilles Carron (Président)
Yves de Cornulier 
Christoph Sorger
Nicolas Tabareau

Membres extérieurs:

Ilia Itenberg (Sorbonne U.)
Ailsa Keating (Cambridge U.)
Ana Rechtman (U. Grenoble Alpes)
Susanna Zimmermann (U. Paris-Saclay)"
PR,27,,,\N
PR,27,,,"Akram IDANI
Laure PETRUCCI
Évelyne CONTEJEAN
Pascal LAFOURCADE
Julia LAWALL
Clément PERNET
Claire AMIOT
Fabien LAGUILLAUMIE"
MCF,26,,,"Membres externes :

Anna Ben-Hamou
Pierre Calka
Manon Costa
Nicolas Marie
Ester Mariucci
Marie-Laure Martin 

Membres internes :

Philippe Bonneau
Jérémy Faupin
Nabil Kazi-Tani (président)
Aline Kurtzmann
Antoine Lejay (vice-président)
Régine Marchand"
MCF,26,,,"Membres externes:

Etienne Birmelé
Anna Bonnet
Marie Chavent (présente pour la première réunion seulement) 
Aurélie Fischer
Nicolas Meyer


Membres internes:

Anne Gegout-Petit
Aurélie Gueudin
Efoevi Koudou (vice-président)
Sara Mazzonetto (présente pour la première réunion seulement)
Pascal Moyal (président)


"
MCF,27,,,\N
MCF,27,,,\N
PR,27,,,\N
MCF,27,61,,\N
MCF,26,,,"Thomas Bonis
Félix Cheysson
Mohamed Hebiri 
Claire Lacour 
Pierre Vandekerkhove
Gilles Blanchard 
Céline Duval 
Clément Marteau 
Jaouad Mourtada 
Madalina Olteanu 
Anne Sabourin 
Rym Worms "
PR,26,,,"Membres locaux
Benoîte de Saporta
Bénédicte Fontez
Olivier Gimenez
Fabien Leprieur

Membres extérieurs
Pierre Barbillon
Anne-Laure Fougères
Anne Gégout-Petit
Laurent Jacob
Adeline Leclercq Samson
Nicolas Savy"
PR,25,26,,"DUDAS Olivier (président)
GALLAGHER Isabelle
HABET Djamal (représentant de l&#039;UFR)
HUBERT Florence (vice-présidente)
KESNER Delia
LABBÉ Cyril
MATHERON Étienne
MATHEUS Carlos
MOSER Lucy
REYNAUD-BOURET Patricia"
MCF,26,,,"Internes:
BRAUNER-VETTIER	Nadia (vice-présidente)
COEURJOLLY Jean-François (président)
ENNAJI Hamza
GANNAZ Irène
IOUDITSKI Anatoli
LEBLANC Frédérique

Externes:
FADILI Jalal
FORT Gersende
GARRIGOS Guillaume
MERCADIER Cécile
PUSTELNIK Nelly
VAITER Samuel



"
MCF,26,,,"Vincent Brault (Université Grenoble Alpes)
Gaëlle Chagny (Université de Rouen)
Alice Cleynen (CNRS - Université de Montpellier)
Adeline Leclercq-Samson (Université Grenoble Alpes)
Stéphane Robin (Sorbonne Université)
Madalina Olteanu (Université Paris Dauphine)
Julien Stoehr (Université Paris Dauphine)
Vincent Rivoirard (Université Paris Dauphine)"
MCF,26,,,"Membres locaux
Aurélien Bellet
Elodie Brunel
Sophie Lèbre
Joseph Salmon

Membres extérieurs
Aurélien Garivier
Thomas Moreau
Nelle Varoquaux
Nathalie Vialaneix"
PR,25,26,,"Extérieurs : J.R. Chazotte, L. Coutin, C. Durot, L. Hervé, Th. Lévy, E. Löcherbach

Locaux : I. Bailleul, V. Calvez (président), B. Franke, F. Pene"
MCF,26,,,"Extérieurs : M. Alfaro, M. Darbas, A. Decoene, A. Duran, S. Hecht, D. Lannes

Locaux : I. Bailleul (président), V. Calvez, C. Jimenez, J. Legrand, V. Milisic, J. Rouot"
PR,25,26,,"Membres extérieurs :

- Thierry Bodineau (IHES)
- François Bolley (ENS Rennes) - Référent anti-discrimination
- Marie Théret (Paris Nanterre)
- Amandine Véber (Paris Descartes)

Membres locaux :

- Marianne Bessemoulin - Présidente
- Frédéric Bernicot
- Dorian Le Peutrec - Vice-président
- Sophie Limou"
MCF,26,60,,"Membres extérieurs :

- Héloïse Beaugendre
- Elie Bretin
- Catrina Calgaro
- Vivien Desveaux
- Véronique Martin
- Caroline Nore
- Catherine Weisman

Membres locaux :

- Adel Blouza
- Ionut Danaila
- Yavar Kian - Président
- Francky Luddens - Vice-Président
- Irène Marcovici
- Jean-Marie Le Breton
- Françoise Baillot
"
MCF,25,26,,"Fabien     Durand (Président)
Gabriel    Vigny
David      Burguet
Clémence   Labrousse
Frédéric   Paccaut
Samuel     Petite
Thierry    De la Rue
Mélanie	   Guenais
Peggy	   Cénac
Emilie	   Charlier
Nicolas    Chenavier
Eliane     Salem
"
PR,25,,,"Internes :


ARNAUD Marie-Claude
DEBORD Claire
LETELLIER Emmanuel (président)
NIZIOL Wieslawa


Externes:

CANTAT Serge
CHENEVIER Gaetan
DE LA SALLE Mikael
HARDOUIN Charlotte
HOUDAYER Cyril
PEYRE Emmanuel
"
MCF,26,,,"Membres extérieurs :

Sophie Dabo-Niang
Jean-François Dupuy
Mohamed Hebiri
Tabea Rebafka (présidente)
Stéphane Robin
Maxime Sangnier
Fanny Villers
Eirini Votsi

Membres intérieurs :

Marie-Hélène Abel
Mokhtar Alaya
Salim Bouzebda
Miraine Dávila-Felipe
Ghislaine Gayraud (vice-présidente)
Marius Soltane
"
PR,25,,,"membres externes :

Anne-Laure Basdevant
François Béguin
Françoise Pène
Ana Rechtman

membres internes :
Charles Bordenave
Fabienne Castell (vice-présidente)
Pierre Dehornoy (président)
Frédéric Richard
"
MCF,25,,,"Membres internes: 
Samuele Anni
Yves Aubry
Sary Drappeau
David Kohel (vice-président)
Frédéric Richard
Christine Vespa (présidente)

Membres externes:
Jean-Marc Couveignes
Nadia El Mrabet
Pierrick Gaudry
Céline Maistret
Sandra Rozensztajn
Vanessa Vitse
"
MCF,26,,,"Zeina Al-Masry
Mireille Batton-Hubert
Stéphane Chrétien 
Jairo Cugliari
Emilie Devijver
Badih Ghattas
Julien Jacques
Clément Marteau 
Guillaume Metzler
Emilie Morvant
"
MCF,27,,,\N
PR,25,,,"Membres locaux :
Claire Amiot (vice-présidente)
Michel Brion
Jean Fasel 
Tanguy Rivoal (président)

Membres extérieurs:
Sébastien Boucksom
Lucy Moser-Jauslin
Stéphanie Nivoche
Susanna Zimmermann"
PR,25,26,,"DE COSTER Colette
DOMBRY Clément (président)
FAUPIN Jérémy
HILLAIRET Luc
JEANJEAN Louis (vice-président)
LAFITTE	Pauline
ROTA NODARI Simona
SANDIER Etienne
"
PR,25,,,"Internes :


ARNAUD Marie-Claude
DEBORD Claire
LETELLIER Emmanuel (président)
NIZIOL Wieslawa


Externes:

CANTAT Serge
CHENEVIER Gaetan
DE LA SALLE Mikael
HARDOUIN Charlotte
HOUDAYER Cyril
PEYRE Emmanuel"
MCF,61,,,\N
MCF,27,,,\N
MCF,27,,,\N
MCF,27,,,\N
MCF,27,,,\N
MCF,27,61,,\N
MCF,27,,,\N
MCF,27,,,\N
MCF,25,26,,"Membres internes:

Ivo Dell’Ambrogio
Yaël Frégier
Ahmed Laghribi (président)
Pascal Lefèvre (vice-président)

Membres externes:

Séverine Biard
Noémie Debroux
Alessandra Frabetti
Alice Le Brigant


Remarque: Les éventuelles lettres de recommandation doivent être envoyées à Ahmed Laghribi: ahmed.laghribi@univ-artois.fr



"
PR,25,,,"Membres locaux : 

Christine Bachoc
Laurent Bessières (Vice-Président)
Vincent Koziarz
Jasmin Raissy


Membres Extérieurs : 

Eleonora Di Nezza (U. Paris Rive Gauche)
François Guéritaud (U. Strasbourg)
Julien Marché (ENS Paris, Président)
Pierre Py (U. Grenoble Alpes)
Jean-François Quint (U. Montpellier)
Tatiana Smirnova-Nagnibeda (U. Genève)
"
MCF,25,,,"Patricia Reynaud-Bouret (CNRS-UniCA, pdte)
Ursula Ludwig (UniCA)
Sorin Dumitrescu (UniCA)
Julie Deserti (Univ. Orléans)
Patrick Bernard (Paris Dauphine)
Damien Gayet (UGA)
Zhiyan Zhao (UniCA)
Jérémie Toulisse (UniCA)
Emmanuel Militon (UniCA)
Claire Chavaudret (Univ. Paris Cité)
Federica Fanoni (U-PEC)
Séverine Biard (UPHF)
 "
MCF,25,26,,"Membres locaux :

Anne Beaulieu 
Frédéric Charve
Raphaël Danchin (Président)
Antonin Monteil
Galina Perelman
Etienne Sandier 
Chenmin Sun

Membres extérieurs :

Ramona Anton
Fabrice Bethuel
Cosmin Burtea
Valentina Busuioc (Vice-Présidente)
Céline Grandmont
David Maltese
Julia Matos "
MCF,25,,,"Externes:
Cadilhac Léonard
Chalendar Isabelle
Kuznetsova Yulia
Lancien Cécilia
Lehec Joseph

Internes:
Aubrun Guillaume (vice-président)
Badr Nadine
Matte Bon Nicolas
de la Salle Mikael (président)
Tsankov Todor

Les éventuelles lettres de recommandation peuvent être envoyées au président du comité de sélection delasalle@math.univ-lyon1.fr"
PR,27,,,"Membres internes à l&#039;établissement :
- Alberto BOSIO
- Liming CHEN
- Guillaume LAVOUE
- Elisabeth MIRONESCU

Membres extérieurs :
- Mohamed DAOUDI
- Guillaume DAMIAND
- Domitile LOURDEAUX
- Catherine PELACHAUD
- Su RUAN"
PR,25,26,,"Frédérique Charles
Colette de Coster 
Nicolas Forcadel 
Louis Jeanjean 
Pauline Lafitte 
Christian Le Merdy (Président)
Alexei Lozinski
Takeo Takahashi
"
MCF,26,,,"Membres internes à l&#039;établissement :
- Christophette BLANCHET
- Ségolène CALLARD
- Yohann DE CASTRO
- Céline HELBERT

Membres extérieurs :
- Julien BECT
- Nicolas JOUVIN
- Sylvain LE CORFF
- Clémentine PRIEUR
- Mathieu RIBATET
- Zaineb SMIDA

"
PR,26,,,"Ext :

Marie Billaud Friess
Frédérique Charles
Stéphanie Lohrengel
Madalina Petcu

Loc :

David Chataur
Jean Paul Chehab
Mohammed Guedda
Paul Vigneaux (président)"
MCF,25,,,"Julien Tierny
Vincent Humilière
Bram Petri (vice président)
Benoît Stroh (président)
Anne Vaugon
Sophie Chemla
Juliette Bavard
Anna Lenzhen
Grégory Ginot
Christian Ausoni

Les lettres de recommandation sont à déposer sur https://concours.imj-prg.fr/"
PR,25,,,"Eleonora Di Nezza (vice-présidente)
Benoît Stroh (président)
Thomas Alazard
Isabelle Gallagher
Marie Albenque
Jasmin Raissy
Muriel Livernet
Louis Funar 
Jean Benoît Bost
Samuel Tapie

Les lettres de recommandation sont à déposer sur https://concours.imj-prg.fr/"
PR,25,,,"Eleonora Di Nezza
Benoît Stroh
Thomas Alazard
Isabelle Gallagher
Marie Albenque
Jasmin Raissy
Muriel Livernet
Louis Funar 
Jean Benoît Bost
Samuel Tapie

Les lettres de recommandation sont à déposer sur https://concours.imj-prg.fr/"
PR,27,,,\N
MCF,27,,,\N
MCF,26,,,"Membres externes :
Oriane Blondel
Clément Cosco
Catherine Donati-Martin
Nathanaël Enriquez
Eric Luçon

Membres internes : 
Anne-Laure Basdevant
Anna Benhamou
Aurélien Grabsch
Nicolas Fournier (Pdt)
Armand Riera"
MCF,25,,,"Externes

Nalini Anantharaman
Clotilde Fermanian Kammerer
Malo Jézéquel
Louise Gassot
Titus Lupu


Internes

Nguyen Viet Dang (président)
Barbara Dembin
Semyon Klevtsov
Yohann Le Floch
Myriam Ounaies"
PR,26,,,"Membres internes : 
- Clément Cancès (président) 
- Ronan Terpereau (vice-président) 
- Olivier Bouaziz 
- Sophie Dabo-Niang 
- Tran Viet Chi

Membres extérieurs : 
- Charles Bordenave
- Arnak Dalalyan
- Nathalie Eisenbaum
- Elisabeth Gassiat
- Anne Sabourin"
