"nature","section","section2","section3","comite"
"PR","25","","","Membres internes

Barriot Jean-Pierre
Bianchini Phila
Capolsini Patrick
Mazouni Nabilla

Membres externes

Bachoc Christine (Bordeaux)
Cadoret Anna (Jussieu)
Couveignes Jean-Marc (Bordeaux)
Durand Fabien (Amiens)
Hanrot Guillaume (ENS Lyon)
Perret Marc (Toulouse)
"
"MCF","25","","","Membres internes

Enrica Floris
Olivier Frécon
Nadir Matringe
Boris Pasquier
Alessandra Sarti
Pol Vanhaecke

Membres externes

Ramla Abdellatif
Alessandra Frabetti
Colette Moeglin
Philippe Monnier
Simon Riche
Rupert Yu"
"MCF","26","","","
Rémi ABGRALL (président)
Marie BILLAUD-Friess
Mohamed CAMAR-EDDINE (vice-président)
Bénédicte CUENOT
Hervé FOLLIOT
James LEDOUX
Geneviève MAZE-MERCEUR
Etienne MEMIN
Francois VILAR 

Démission : Héloïse BEAUGENDRE

(Comité modifié le 15/04/2019)"
"PR","26","","","JF. Chassagneux
F. Delarue 
I. Kharroubi
E. Mironescu
H. Pham
MC Quenez
M. Rosenbaum
A. Sulem"
"MCF","27","","","Frédérique Bassino
Giovanni Bernardi
Olivier Carton
Emmanuel.Chailloux
Vincent Cohen Haddad
Hugues Fauconnier
Laure Gonnord
Chantal Keller
Anthony Leverrier
Andreas Podelski
Maria Potop-Butucaru
Alexis Saurin
Mihaela Sighireanu
Christine Tasson
Nicolas Trotignon
Daniele Varacca

*******

Date présélection : 4 avril 2019
Dates sélection/délibération 16 et 17 mai 2019
"
"MCF","27","","","Frédérique Bassino
Giovanni Bernardi
Olivier Carton
Emmanuel Chailloux
Vincent Cohen Haddad
Hugues Fauconnier
Laure Gonnord
Chantal Keller
Anthony Leverrier
Andreas Podelski
Maria Potop-Butucaru
Alexis Saurin
Mihaela Sighireanu
Christine Tasson
Nicolas Trotignon
Daniele Varacca

*******

Date présélection : 4 avril 2019
Dates sélection/délibération 16 et 17 mai 2019
"
"MCF","27","","","\N"
"MCF","25","26","","CHAUVET Mathieu
COURJAL Nadège
DELCOURTE Sarah
FERNANDEZ Miguel
LANCIEN Gilles (Président)
LLERAS Vanessa
LOZINSKI Alexei
PERASSO Antoine
RAZAFISON Ulrich
SALMON Stéphanie
VALEIN Julie
VAUCHELET Nicolas
"
"PR","25","","","Membres internes

Loïc Foissy
Shalom Eliahou
Carole Rosier
Elias Ould Saïd

Membres externes

Catherine Choquet (La Rochelle)
Fabien Durand (Amiens)
Christian Mauduit (Aix-Marseille)
Florent Jouve (Bordeaux)
"
"PR","25","26","","Nalini Anantharaman (Présidente)
Jean Bérard
Raphaël Côte
Thomas Delzant
Vladimir Fock
Rodolfo Jalabert

Valeria Banica
Benoît Douçot
Colin Guillarmou
Mathieu Lewin
Laure Saint-Raymond
Sylvia Serfaty

Les lettres de recommandation doivent être adressées à Pascale Igot, igot@unistra.fr"
"PR","25","","","Chapoton Frédéric
Enriquez Benjamin
Fock Vladimir
Guichard Olivier (président)
Henn Hans-Werner
Kashaev Rinat
Schiffmann Olivier
Schneps Leïla
Toen Bertrand
Wahl Nathalie
"
"PR","26","","","de BOUARD Anne, DR, CNRS/Ecole Polytechnique, CMAP
FADILI Jalal, PR, ENSI CAEN
HARAGUS Mariana, PR, Université de Franche-Comté 
JACQUEMARD Alain, PR, Université de Bourgogne
JOURANI Abderrahim, PR, Université de Bourgogne (Président)
KLEIN Christian, PR, Université de Bourgogne
TRELAT Emmanuel, PR, Université Paris-Sorbonne (Vice-Président)
ZIDANI Hasnaa, PR, ENSTA - ParisTech"
"PR","25","","","Frank Barthe.
Jean-Yves Chemin. 
Antoine Ducros (président). 
Isabelle Gallagher. 
Sophie Grivaux. 
Vincent Guedj. 
Ilia Itenberg. 
Patrice Le Calvez. 
Christine Lescop. 
Michela Petrini. 
Nicolas Ressayre. 
Benoît Stroh. "
"PR","26","","","Membres internes : 

Christophe Giraud (président)
Nathanaël Enriquez
Elisabeth Gassiat
Jean-François Le Gall

Membres externes : 

Frédéric Chazal
Gérard Biau 
Cécile Durot 
Anne-Laure Fougères
Vincent Rivoirard 
"
"MCF","26","","","
Membres internes : C. Ambroise, S. Crepey, C. Dalmasso,  A. Guilloux (présidente), C. Profeta, 	
		
Membres externes : J. Chiquet, S. de Marco, E. Clément, M. Mougeot, O. Lopez, S. Pulido, N. Villa,
"
